Code;Date;Precipitation;MaxTemp;MinTemp;Insolation;Year;Month;Day;Latitude;Longitude;Altitude;Humidity0;Humidity12;Humidity18;Pressure0;Pressure12;Pressure18;WindDirection0;WindDirection12;WindDirection18;WindSpeed0;WindSpeed12;WindSpeed18;Cloudiness0;Cloudiness12;Cloudiness18;AvgHumidity;AvgPressure;AvgCloudiness;AvgWindSpeed;WindDirection
82598;2021-01-01;0;31;26.2;10.1;2021;1;1;-5.91;-35.2;48.6;79.0;77.0;73.0;1007.9;1008.5;1005.6;2;2;1;2.8;1.6;3.3;8.0;3.0;3.0;76.33333333333333;1007.3333333333334;4.666666666666667;2.566666666666667;2
82598;2021-01-02;0.5;30.6;26.2;7.9;2021;1;2;-5.91;-35.2;48.6;72.0;79.0;71.0;1010.1;1008.0;1006.0;3;3;3;1.6;0.8;0.8;3.0;9.0;5.0;74.0;1008.0333333333333;5.666666666666667;1.0666666666666667;3
82598;2021-01-03;4.7;31;26.4;8.7;2021;1;3;-5.91;-35.2;48.6;85.0;80.0;75.0;1005.6;1006.1;1004.4;8;8;3;0.0;0.0;0.8;9.0;10.0;3.0;80.0;1005.3666666666667;7.333333333333333;0.26666666666666666;3
82598;2021-01-04;0;31.6;25;5.6;2021;1;4;-5.91;-35.2;48.6;77.0;74.0;74.0;1007.5;1007.6;1006.2;3;3;3;1.3;1.0;1.3;4.0;9.0;5.0;75.0;1007.1;6.0;1.2;3
82598;2021-01-05;0.2;30.2;24.8;7.7;2021;1;5;-5.91;-35.2;48.6;85.0;76.0;76.0;1008.3;1008.6;1005.8;8;8;3;0.0;0.0;0.3;7.0;9.0;3.0;79.0;1007.5666666666666;6.333333333333333;0.09999999999999999;3
82598;2021-01-06;3.3;29.6;24.6;8.3;2021;1;6;-5.91;-35.2;48.6;86.0;83.0;84.0;1008.8;1010.7;1007.1;8;8;3;0.0;0.0;0.5;5.0;9.0;4.0;84.33333333333333;1008.8666666666667;6.0;0.16666666666666666;3
82598;2021-01-07;50.6;25;22.5;0;2021;1;7;-5.91;-35.2;48.6;97.0;90.0;91.0;1010.1;1011.4;1009.2;1;1;3;0.5;1.5;0.8;6.0;10.0;10.0;92.66666666666667;1010.2333333333332;8.666666666666666;0.9333333333333332;1
82598;2021-01-08;2.9;29;20.5;9.3;2021;1;8;-5.91;-35.2;48.6;91.0;81.0;77.0;1011.5;1011.1;1008.7;3;4;3;1.5;3.4;3.4;10.0;7.0;3.0;83.0;1010.4333333333334;6.666666666666667;2.766666666666667;3
82598;2021-01-09;0;29.4;22;10.4;2021;1;9;-5.91;-35.2;48.6;76.0;69.0;71.0;1010.2;1012.7;1007.7;3;4;4;5.7;4.0;3.1;3.0;7.0;4.0;72.0;1010.2000000000002;4.666666666666667;4.266666666666667;3
82598;2021-01-10;0;29.2;24;10.4;2021;1;10;-5.91;-35.2;48.6;69.0;70.0;65.0;1009.0;1008.2;1004.7;3;2;3;5.7;3.8;3.8;3.0;8.0;6.0;68.0;1007.3000000000001;5.666666666666667;4.433333333333334;3
