Code;Date;Precipitation;MaxTemp;MinTemp;Insolation;Year;Month;Day;Latitude;Longitude;Altitude;Humidity0;Humidity12;Humidity18;Pressure0;Pressure12;Pressure18;WindDirection0;WindDirection12;WindDirection18;WindSpeed0;WindSpeed12;WindSpeed18;Cloudiness0;Cloudiness12;Cloudiness18;AvgHumidity;AvgPressure;AvgCloudiness;AvgWindSpeed;WindDirection
83842;1961-01-03;0.4;22.4;15;0.9;1961;1;3;-25.43;-49.26;923.5;94.0;92.0;67.0;911.8;911.4;909.6;2;2;2;1.6;0.1;3.4;10.0;10.0;9.0;84.33333333333333;910.9333333333333;9.666666666666666;1.7;2
83842;1961-01-04;0;23;13.9;8.5;1961;1;4;-25.43;-49.26;923.5;95.0;82.0;54.0;910.7;910.6;906.6;2;7;0;3.0;2.4;1.5;10.0;8.0;8.0;77.0;909.3000000000001;8.666666666666666;2.3000000000000003;2
83842;1961-01-05;0.1;20.3;7.2;9;1961;1;5;-25.43;-49.26;923.5;89.0;95.0;61.0;912.4;914.6;912.2;8;8;3;0.0;0.0;3.8;0.0;10.0;5.0;81.66666666666667;913.0666666666666;5.0;1.2666666666666666;3
83842;1961-01-07;0;22.7;10.2;9.8;1961;1;7;-25.43;-49.26;923.5;90.0;89.0;51.0;915.5;916.4;913.4;1;8;0;2.8;0.0;3.2;3.0;6.0;7.0;76.66666666666667;915.1;5.333333333333333;2.0;1
83842;1961-01-09;0;20.2;13.7;2.5;1961;1;9;-25.43;-49.26;923.5;94.0;85.0;71.0;910.6;911.6;910.2;1;1;1;3.0;3.0;3.0;10.0;10.0;10.0;83.33333333333333;910.8000000000001;10.0;3.0;1
83842;1961-01-10;0.1;24.5;6.6;11.3;1961;1;10;-25.43;-49.26;923.5;89.0;81.0;41.0;911.5;911.8;909.1;1;5;3;2.0;2.0;2.0;0.0;0.0;0.0;70.33333333333333;910.8000000000001;0.0;2.0;1
83842;1961-01-11;17.4;25.2;16.8;2;1961;1;11;-25.43;-49.26;923.5;96.0;81.0;88.0;907.4;908.4;906.7;0;0;7;2.0;4.0;9.0;10.0;10.0;10.0;88.33333333333333;907.5;10.0;5.0;0
83842;1961-01-13;1.4;27.9;17.6;11.7;1961;1;13;-25.43;-49.26;923.5;87.0;77.0;57.0;908.3;908.8;905.9;2;2;2;2.3;2.0;4.4;10.0;10.0;8.0;73.66666666666667;907.6666666666666;9.333333333333334;2.9;2
83842;1961-01-14;0;30.4;17.1;10.7;1961;1;14;-25.43;-49.26;923.5;90.0;74.0;47.0;906.6;908.2;904.8;2;8;7;3.9;0.0;2.6;10.0;5.0;6.0;70.33333333333333;906.5333333333334;7.0;2.1666666666666665;2
83842;1961-01-15;0.8;30.4;19.6;8.3;1961;1;15;-25.43;-49.26;923.5;92.0;79.0;52.0;905.8;906.7;904.7;2;0;6;2.3;2.1;1.4;10.0;6.0;8.0;74.33333333333333;905.7333333333332;8.0;1.9333333333333336;2
