Code;Date;Precipitation;MaxTemp;MinTemp;Insolation;Year;Month;Day;Latitude;Longitude;Altitude;Humidity0;Humidity12;Humidity18;Pressure0;Pressure12;Pressure18;WindDirection0;WindDirection12;WindDirection18;WindSpeed0;WindSpeed12;WindSpeed18;Cloudiness0;Cloudiness12;Cloudiness18;AvgHumidity;AvgPressure;AvgCloudiness;AvgWindSpeed;WindDirection
83704;2021-01-01;0;32.5;20.1;4.8;2021;1;1;-22.3;-53.81;369.2;87.0;84.0;64.0;967.5;970.5;969.1;5;6;5;1.0;1.0;2.0;0.0;6.0;9.0;78.33333333333333;969.0333333333333;5.0;1.3333333333333333;5
83704;2021-01-02;0.8;32.1;22.4;9.8;2021;1;2;-22.3;-53.81;369.2;85.0;79.0;54.0;961.7;964.4;963.5;8;4;5;0.0;1.0;1.0;0.0;4.0;8.0;72.66666666666667;963.1999999999999;4.0;0.6666666666666666;4
83704;2021-01-03;0.9;31.5;19.5;10.9;2021;1;3;-22.3;-53.81;369.2;80.0;75.0;54.0;961.6;963.8;963.9;5;6;6;1.0;3.0;2.0;0.0;3.0;8.0;69.66666666666667;963.1;3.6666666666666665;2.0;5
83704;2021-01-04;0;28.4;20.4;0.4;2021;1;4;-22.3;-53.81;369.2;67.0;81.0;69.0;966.6;969.8;967.3;3;2;2;1.0;2.0;1.0;0.0;9.0;7.0;72.33333333333333;967.9;5.333333333333333;1.3333333333333333;3
83704;2021-01-05;0;20.7;15.4;0;2021;1;5;-22.3;-53.81;369.2;87.0;94.0;89.0;970.0;972.7;970.4;4;3;3;3.0;3.0;1.0;10.0;10.0;10.0;90.0;971.0333333333333;10.0;2.3333333333333335;4
83704;2021-01-06;7.2;19.6;12.2;0;2021;1;6;-22.3;-53.81;369.2;98.0;97.0;82.0;978.1;980.1;977.5;4;2;2;3.0;2.0;1.0;10.0;10.0;10.0;92.33333333333333;978.5666666666666;10.0;2.0;4
83704;2021-01-07;0;29.2;11.4;9.7;2021;1;7;-22.3;-53.81;369.2;75.0;75.0;42.0;973.6;976.6;975.3;3;5;7;1.0;1.0;1.0;0.0;6.0;8.0;64.0;975.1666666666666;4.666666666666667;1.0;3
83704;2021-01-08;0;23.1;16.2;1.5;2021;1;8;-22.3;-53.81;369.2;86.0;92.0;74.0;971.3;970.9;967.2;3;3;2;5.0;2.0;3.0;3.0;10.0;10.0;84.0;969.7999999999998;7.666666666666667;3.3333333333333335;3
83704;2021-01-09;0;31.7;13.6;10.4;2021;1;9;-22.3;-53.81;369.2;57.0;66.0;30.0;973.0;972.6;969.2;3;2;1;3.0;2.0;1.0;0.0;0.0;0.0;51.0;971.6;0.0;2.0;3
83704;2021-01-10;0;35.8;20.2;7.3;2021;1;10;-22.3;-53.81;369.2;77.0;80.0;43.0;967.2;964.4;961.3;4;1;7;3.0;1.0;4.0;0.0;6.0;10.0;66.66666666666667;964.2999999999998;5.333333333333333;2.6666666666666665;4
83704;2021-01-11;2.4;30.5;21.7;3.8;2021;1;11;-22.3;-53.81;369.2;78.0;82.0;58.0;968.1;969.8;966.8;8;2;2;0.0;7.0;3.0;0.0;10.0;4.0;72.66666666666667;968.2333333333332;4.666666666666667;3.3333333333333335;2
83704;2021-01-12;0;35.9;22.9;9.3;2021;1;12;-22.3;-53.81;369.2;61.0;55.0;37.0;965.7;967.1;964.0;4;4;8;2.0;3.0;0.0;8.0;0.0;7.0;51.0;965.6;5.0;1.6666666666666667;4
83704;2021-01-13;0;32.1;22.6;6.9;2021;1;13;-22.3;-53.81;369.2;92.0;85.0;65.0;967.0;968.8;966.5;5;1;1;1.0;3.0;3.0;10.0;10.0;10.0;80.66666666666667;967.4333333333334;10.0;2.3333333333333335;5
83704;2021-01-14;5.4;32.1;23.2;11.3;2021;1;14;-22.3;-53.81;369.2;83.0;81.0;59.0;967.1;969.4;966.8;3;2;3;1.0;6.0;4.0;6.0;8.0;7.0;74.33333333333333;967.7666666666668;7.0;3.6666666666666665;3
83704;2021-01-15;0;31.4;22.5;5.5;2021;1;15;-22.3;-53.81;369.2;70.0;85.0;62.0;965.8;967.5;965.8;3;2;3;3.0;3.0;3.0;0.0;10.0;9.0;72.33333333333333;966.3666666666667;6.333333333333333;3.0;3
83704;2021-01-16;0;31.9;20.2;7.1;2021;1;16;-22.3;-53.81;369.2;81.0;85.0;58.0;965.0;966.3;964.0;2;1;1;2.0;3.0;3.0;0.0;9.0;9.0;74.66666666666667;965.1;6.0;2.6666666666666665;2
83704;2021-01-17;2.4;27.9;21.7;2.6;2021;1;17;-22.3;-53.81;369.2;84.0;86.0;97.0;963.9;966.2;964.6;3;0;0;1.0;5.0;2.0;7.0;10.0;10.0;89.0;964.9;9.0;2.6666666666666665;3
83704;2021-01-18;48;32.6;21.8;10.6;2021;1;18;-22.3;-53.81;369.2;94.0;84.0;58.0;963.6;966.6;963.6;0;1;1;2.0;3.0;3.0;6.0;8.0;7.0;78.66666666666667;964.6;7.0;2.6666666666666665;0
