Code;Date;Precipitation;MaxTemp;MinTemp;Insolation;Year;Month;Day;Latitude;Longitude;Altitude;Humidity0;Humidity12;Humidity18;Pressure0;Pressure12;Pressure18;WindDirection0;WindDirection12;WindDirection18;WindSpeed0;WindSpeed12;WindSpeed18;Cloudiness0;Cloudiness12;Cloudiness18;AvgHumidity;AvgPressure;AvgCloudiness;AvgWindSpeed;WindDirection
83883;1973-01-08;5.8;17.1;10.6;0;1973;1;8;-27.11;-52.61;679.01;62.0;96.0;93.0;943.0;943.6;943.6;8;2;8;0.0;3.0;0.0;6.0;10.0;10.0;83.66666666666667;943.4;8.666666666666666;1.0;2
83883;1973-01-09;0;18.6;6.8;9.9;1973;1;9;-27.11;-52.61;679.01;70.0;87.0;51.0;947.9;948.8;945.2;3;2;3;1.0;7.0;9.0;0.0;0.0;0.0;69.33333333333333;947.2999999999998;0.0;5.666666666666667;3
83883;1973-01-10;0;23.1;10.6;9.8;1973;1;10;-27.11;-52.61;679.01;85.0;79.0;59.0;942.2;944.2;941.4;2;2;3;5.0;5.0;1.0;8.0;4.0;6.0;74.33333333333333;942.6;6.0;3.6666666666666665;2
83883;1973-01-11;14.7;22.3;15.2;3.1;1973;1;11;-27.11;-52.61;679.01;94.0;93.0;84.0;933.9;933.9;933.5;1;2;5;1.0;5.0;5.0;7.0;8.0;9.0;90.33333333333333;933.7666666666668;8.0;3.6666666666666665;1
83883;1973-01-12;0;29.2;18.1;2.5;1973;1;12;-27.11;-52.61;679.01;45.0;57.0;53.0;938.3;940.0;938.2;8;0;5;0.0;5.0;3.0;0.0;4.0;10.0;51.666666666666664;938.8333333333334;4.666666666666667;2.6666666666666665;0
83883;1973-02-07;20.8;16.2;11.8;1.8;1973;2;7;-27.11;-52.61;679.01;96.0;97.0;81.0;940.2;943.1;942.4;2;2;2;1.0;1.0;1.0;10.0;10.0;9.0;91.33333333333333;941.9000000000001;9.666666666666666;1.0;2
83883;1973-02-08;2.6;16.2;10.2;4.7;1973;2;8;-27.11;-52.61;679.01;98.0;91.0;47.0;943.1;945.2;942.7;2;3;3;3.0;1.0;3.0;10.0;10.0;6.0;78.66666666666667;943.6666666666666;8.666666666666666;2.3333333333333335;2
83883;1973-02-09;0;21.8;6.6;9.7;1973;2;9;-27.11;-52.61;679.01;55.0;75.0;49.0;946.7;947.5;945.0;2;2;0;1.0;5.0;1.0;0.0;0.0;5.0;59.666666666666664;946.4;1.6666666666666667;2.3333333333333335;2
83883;1973-02-10;0;23.2;11.2;11.4;1973;2;10;-27.11;-52.61;679.01;73.0;86.0;48.0;942.7;945.6;941.5;1;1;4;5.0;3.0;3.0;1.0;5.0;2.0;69.0;943.2666666666668;2.6666666666666665;3.6666666666666665;1
83883;1973-02-11;0.3;20.9;10.9;10.8;1973;2;11;-27.11;-52.61;679.01;98.0;85.0;59.0;936.0;940.0;939.0;4;4;4;1.0;5.0;7.0;7.0;9.0;7.0;80.66666666666667;938.3333333333334;7.666666666666667;4.333333333333333;4
83883;1973-02-12;44.6;20.9;16.2;0;1973;2;12;-27.11;-52.61;679.01;99.0;91.0;98.0;940.6;939.8;937.5;1;2;1;9.0;1.0;1.0;10.0;10.0;10.0;96.0;939.3000000000001;10.0;3.6666666666666665;1
